PMID:26191	<AUTHORS>	<JOURNAL>	<YEAR>	On the activity of phospholipases A1 and A2 in glial and neuronal cells.	 
PMID:28586824	<AUTHORS>	<JOURNAL>	<YEAR>	The Downside of Greater Lexical Influences: Selectively Poorer Speech Perception in Noise.	Although lexical information influences phoneme perception, the extent to which reliance on lexical information enhances speech processing in challenging listening environments is unclear. We examined the extent to which individual differences in lexical influences on phonemic processing impact speech processing in maskers containing varying degrees of linguistic information (2-talker babble or pink noise). Twenty-nine monolingual English speakers were instructed to ignore the lexical status of spoken syllables (e.g., gift vs. kift) and to only categorize the initial phonemes (/g/ vs. /k/). The same participants then performed speech recognition tasks in the presence of 2-talker babble or pink noise in audio-only and audiovisual conditions. Individuals who demonstrated greater lexical influences on phonemic processing experienced greater speech processing difficulties in 2-talker babble than in pink noise. These selective difficulties were present across audio-only and audiovisual conditions. Individuals with greater reliance on lexical processes during speech perception exhibit impaired speech recognition in listening conditions in which competing talkers introduce audible linguistic interferences. Future studies should examine the locus of lexical influences/interferences on phonemic processing and speech-in-speech processing.  
PMID:10309014	<AUTHORS>	<JOURNAL>	<YEAR>	Examining the health care market.	 
PMID:9853582	<AUTHORS>	<JOURNAL>	<YEAR>	Overcoming the histocompatibility barrier: transferrins as carriers and modulators of immunogenic identity.	Proteic molecules were found in the bone marrow that were later identified as transferrins. When applied to transplantation of genetically incompatible bone marrow in supralethally irradiated recipient mice, the transferrins obtained from plasma of bone marrow donors promoted engraftment, permanent hemopoietic chimerism, and donor-type immune character. A combination of donor-matched transferrins and antigens was needed for induction of xenogeneic (interspecies) "tolerance" or unresponsiveness to donor antigens in chemically immunosuppressed mice treated with human transferrins and donor leucocytes. This novel and unique property of transferrins may explain the genesis and maintenance of immunogenic identity and allow a reshaping of the immune system.  
PMID:10893354	<AUTHORS>	<JOURNAL>	<YEAR>	Thoracoscopic decortication as first-line therapy for pediatric parapneumonic empyema. A case series.	Previous articles have promoted the early use of thoracotomy and decortication for refractory empyema. This study examines thoracoscopy and decortication at the time of initial chest tube placement in pediatric patients with parapneumonic empyema. We reviewed the medical records of 16 consecutive patients who were children with parapneumonic empyema. Thirteen children (group 1) underwent thoracoscopic decortication and tube thoracostomy as their initial operative procedures; 3 children (group 2) had tube thoracostomy alone. In both groups, chest tubes were removed prior to their discharge to home. The mean (+/- SD) operative time for thoracoscopy was 81 +/- 19 min with no complications. On average, chest tubes were removed by postoperative day 4. The mean time to discharge was 8.3 days. Two children eventually required lobectomy. The mean operative time for chest tube placement alone was 21 +/- 3 min. Children required chest tube drainage for an average of 12.3 days. The mean time to discharge was 16.6 days. Two patients required a total of five additional operative procedures, including two additional chest tube placements, two open decortications, and one lobectomy. Thoracoscopic decortication is effective in the early treatment of pediatric parapneumonic empyema. It facilitates visualization, evacuation, and mechanical decortication of the pleural space with no additional morbidity and may lead to reduced time for chest tube drainage, shorter hospitalization, and more rapid clinical recovery.  
PMID:23744276	<AUTHORS>	<JOURNAL>	<YEAR>	Prognostic significance of the extent of lymph node involvement in stage II-N1 non-small cell lung cancer.	The non-small cell lung cancer (NSCLC) staging system (published in 2009 in the seventh edition of the cancer staging manuals of the Union for International Cancer Control and American Joint Commission on Cancer) did not include any changes to current N descriptors for NSCLC. However, the prognostic significance of the extent of lymph node (LN) involvement (including the LN zones involved [hilar/interlobar or peripheral], cancer-involved LN ratios [LNRs], and the number of involved LNs) remains unknown. The aim of this report is to evaluate the extent of LN involvement and other prognostic factors in predicting outcome after definitive surgery among Chinese patients with stage II-N1 NSCLC. We retrospectively reviewed the clinicopathologic characteristics of 206 patients with stage II (T1a-T2bN1M0) NSCLC who had undergone complete surgical resection at Shanghai Chest Hospital from June 1999 to June 2009. Overall survival (OS) and disease-free survival (DFS) were compared using Kaplan-Meier statistical analysis. Stratified and Cox regression analyses were used to evaluate the relationship between the LN involvement and survival. Peripheral zone LN involvement, cancer-involved LNR, smaller tumor size, and squamous cell carcinoma were shown to be statistically significant indicators of higher OS and DFS by univariate analyses. Visceral pleural involvement was also shown to share a statistically significant relationship with DFS by univariate analyses. Multivariate analyses showed that tumor size and zone of LN involvement were significant predictors of OS. Zone of N1 LN, LN ratios, and tumor size were found to provide independent prognostic information in patients with stage II NSCLC. This information may be used to stratify patients into groups by risk for recurrence.  
PMID:394760	<AUTHORS>	<JOURNAL>	<YEAR>	Proteinases as probes of the structure of rat liver ribonucleoprotein particles carrying heterogeneous nuclear RNA.	Three proteolytic enzymes with different specificities produced essentially the same degradation pattern of the proteins of ribonucleoprotein particles. Proteins with apparent molecular weights of 144 000, 133 000 and 115 000 were hydrolyzed most readily which may indicate an exterior location in the ribonucleoprotein complex. The major particle proteins in the range of 30 000-42 000 daltons were much less susceptible to proteinases than the high molecular weight species. Proteins of 31 000, 33 000 and 42 000 daltons were resistant to proteolysis. The degradation rates of the proteins in intact ribonucleoprotein particles were considerably lower than rates obtained with the same proteins separated from the RNA. Incubation with trypsin and recentrifugation of polyparticles led to a shift in the sedimentation constant from 90 S to 0-20 S, corresponding to a decrease in the protein to RNA ratio from 4 to 1.3. No significant change in the small molecular weight RNA pattern was detected after trypsin digestion.  
PMID:9705694	<AUTHORS>	<JOURNAL>	<YEAR>	Aging, health risks, and cumulative disability.	 
PMID:19505637	<AUTHORS>	<JOURNAL>	<YEAR>	Normal and abnormal function of the first ray.	The first ray is the most important structure of the forefoot in its contribution to normal locomotion. Because first ray dysfunction is encountered in clinical practice with the development of hallux valgus, metatarsus primus varus, and hallux rigidus, there has been a belief that there is a mechanical basis for these conditions. Since publications in the 1930s, there has been significant research focused on the first ray. This article discusses the subtleties of normal and abnormal mechanics of the first ray to promote a better understanding for foot and ankle practitioners when treating these various disorders.  
PMID:2549294	<AUTHORS>	<JOURNAL>	<YEAR>	Micromolar aluminum levels reduce 3H-thymidine incorporation by cell line UMR 106-01.	Aluminum-induced osteomalacia is a frequent complication observed in patients on maintenance hemodialysis. However, it is not known whether there are direct effects of aluminum on osteoblasts, or alternatively, whether the observed changes are due to changes in PTH or other factors. We sought to determine the effect of micromolar levels of aluminum on osteoblasts using a well-defined cell line derived from a 32P induced osteosarcoma of rat, UMR 106-01, which is alkaline-phosphatase positive, responds to PTH, and synthesizes type I collagen. Aluminum exposure was controlled using tissue culture media with [Al ] less than 1 microgram/liter (40 nM), produced by precipitation of aluminum salts at pH 8.5. The effect of defined [Al ], from 20 to 800 micrograms/liter (0.7 to 30 microM), was then determined by adding back aluminum while measuring DNA and protein synthesis. We found that aluminum depressed DNA synthesis, as determined by 3H-thymidine incorporation, by 60%, with half maximal effect at 20 micrograms/liter (740 nM) in cells at a density of 20,000/cm2. Alternatively, protein synthesis, as determined by 3H-leucine incorporation, did not decline, and in some cases increased. However, qualitative analysis of matrix proteins produced with and without 800 micrograms/liter (30 mM) [Al ] showed no differences. Direct measurements of cell number and protein synthesis confirmed these findings. Al does not alter the PTH-induced cAMP response of these cells. Thus, aluminum has a direct effect on cell division, and probably on protein synthesis, in this osteoblast-like cell line. These effects occur at levels of aluminum below those commonly contaminating tissue culture media, and thus are seen reproducibly only in media of defined [Al ].(ABSTRACT TRUNCATED AT 250 WORDS)  
PMID:23813224	<AUTHORS>	<JOURNAL>	<YEAR>	[All doors into the healthcare system should be the right doors for the alcohol--and drug addict].	 
PMID:23940603	<AUTHORS>	<JOURNAL>	<YEAR>	Metabolomics reveals the heterogeneous secretome of two entomopathogenic fungi to ex vivo cultured insect tissues.	Fungal entomopathogens rely on cellular heterogeneity during the different stages of insect host infection. Their pathogenicity is exhibited through the secretion of secondary metabolites, which implies that the infection life history of this group of environmentally important fungi can be revealed using metabolomics. Here metabolomic analysis in combination with ex vivo insect tissue culturing shows that two generalist isolates of the genus Metarhizium and Beauveria, commonly used as biological pesticides, employ significantly different arrays of secondary metabolites during infectious and saprophytic growth. It also reveals that both fungi exhibit tissue specific strategies by a distinguishable metabolite secretion on the insect tissues tested in this study. In addition to showing the important heterogeneous nature of these two entomopathogens, this study also resulted in the discovery of several novel destruxins and beauverolides that have not been described before, most likely because previous surveys did not use insect tissues as a culturing system. While Beauveria secreted these cyclic depsipeptides when encountering live insect tissues, Metarhizium employed them primarily on dead tissue. This implies that, while these fungi employ comparable strategies when it comes to entomopathogenesis, there are most certainly significant differences at the molecular level that deserve to be studied.   
PMID:31572	<AUTHORS>	<JOURNAL>	<YEAR>	[Beta-receptor blockers in hypertension: nonselective or selective].	 
PMID:25026851	<AUTHORS>	<JOURNAL>	<YEAR>	[Organic psychoses in HIV-infected patients--an interdisciplinary case report].	 
